ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_8072	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	99	99	99	99
Seq_8073	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	98	98	97	94	78	69
Seq_8074	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	98	98
Seq_8075	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	84	84	84	84	84	84
Seq_8076	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA	NA	100	100	100	100	100	100	100
Seq_8077	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	69	69
Seq_8078	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	100	100	100	100	100	100	100
Seq_8079	Bacteria	FCPU426	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_8080	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA	100	100	100	100	100	100	100
Seq_8081	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	51	51
Seq_8082	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	76	76
Seq_8083	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8084	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_8085	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA	100	100	100	100	58	58	58
Seq_8086	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	100	100	100	100	100	100
Seq_8087	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	53	53
Seq_8088	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	100	100	100	100	100	100	15
Seq_8089	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	minutum	100	100	100	100	100	100	84
Seq_8090	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	100	100	100	100
Seq_8091	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	estertheticum	100	100	100	100	100	95	72
Seq_8092	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	49	16
Seq_8093	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	83	50	50	50	50	50
Seq_8094	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	spinosispora	100	100	100	100	100	99	65
Seq_8095	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	99	65	65
Seq_8096	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_8097	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA	100	100	100	100	97	73	73
Seq_8098	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	64	64	64	64
Seq_8099	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA	100	100	100	95	78	78	50
Seq_8100	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	100	96	95	58	58	45	11
Seq_8101	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA	100	100	100	100	100	98	98
Seq_8102	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	100	100	100	100	100	98	61
Seq_8103	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8104	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	90	90	90
Seq_8105	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	84	64	62	62	62	62
Seq_8106	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	85	54	52	52	52	52
Seq_8107	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	NA	100	100	100	100	100	100	100
Seq_8108	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga	daqingensis	100	100	100	100	99	98	66
Seq_8109	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	100	100	100	100	100	99	99
Seq_8110	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	97	82	60	57	57	57	57
Seq_8111	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	99	98	46	44	39	22
Seq_8112	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	100	100	100	100
Seq_8113	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	NA	100	100	100	100	100	96	96
Seq_8114	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	100	100
Seq_8115	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	100	100	100	100	100	89	89
Seq_8116	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_8117	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	koreensis	100	100	100	100	100	100	73
Seq_8118	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	99	99	99	99	88	88
Seq_8119	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	89	89
Seq_8120	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	94	90	90	82	28	28
Seq_8121	Bacteria	FCPU426	NA	NA	NA	NA	NA	100	79	79	79	79	79	79
Seq_8122	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	96	96	96	96
Seq_8123	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8124	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	NA	100	100	100	100	100	88	88
Seq_8125	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	79	71	50	50	39	39
Seq_8126	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	77	77	69	67	65	36
Seq_8127	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	100	100	100	87	80	64	35
Seq_8128	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	77	77	77	77
Seq_8129	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	NA	100	100	100	100	100	99	99
Seq_8130	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	96	96	96	96	96	96
Seq_8131	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	100	99	88
Seq_8132	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	95	95	95
Seq_8133	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100	100
Seq_8134	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	100	100	100	100	100	100	94
Seq_8135	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_8136	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	99	99	98
Seq_8137	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA	100	100	100	100	100	82	82
Seq_8138	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	100	100	100
Seq_8139	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	77	77	77
Seq_8140	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8141	Bacteria	Firmicutes	NA	NA	NA	NA	NA	99	65	28	7	7	7	3
Seq_8142	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	84	84	84
Seq_8143	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	93	58	58	58	58
Seq_8144	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	47	47	47	47
Seq_8145	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_8146	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA	100	100	100	100	100	87	41
Seq_8147	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	95	94	23	23	17	14
Seq_8148	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	100	100	100	100	100	100
Seq_8149	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	96	96	96
Seq_8150	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	NA	100	100	100	100	100	67	66
Seq_8151	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	NA	100	100	100	100	100	100	100
Seq_8152	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	66	66	66	66
Seq_8153	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8154	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_8155	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	NA	100	100	100	53	53	53	53
Seq_8156	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	100	100	100
Seq_8157	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	100	100
Seq_8158	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	100	100	100	100	100	100	100
Seq_8159	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	99	98	98
Seq_8160	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	99	99	95	95
Seq_8161	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100	100
Seq_8162	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	98	98
Seq_8163	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	94	94
Seq_8164	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	92	91	90	90	90	90
Seq_8165	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	99	79	20	20
Seq_8166	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	100	100	100	100	100	98	98
Seq_8167	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	100	100	100	100	100	100
Seq_8168	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	27	27	27	27
Seq_8169	Bacteria	NA	NA	NA	NA	NA	NA	100	45	44	40	31	31	31
Seq_8170	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	88	87	87	87
Seq_8171	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	NA	100	100	100	100	100	58	58
Seq_8172	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	97	97
Seq_8173	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	79	77	77	77
Seq_8174	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_8175	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	98	98	60	60	25	23
Seq_8176	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	95	95	95	92
Seq_8177	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	99	99	87	87	87	17
Seq_8178	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	100	100	100	100	99	88	84
Seq_8179	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8180	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	NA	100	100	100	100	100	57	57
Seq_8181	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	98	81
Seq_8182	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	rhizophila	100	100	100	100	100	80	73
Seq_8183	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	31	31	31	31
Seq_8184	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA	100	100	100	100	100	100	100
Seq_8185	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	99	99	99	99	99	99
Seq_8186	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	86	86	86
Seq_8187	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	72	72	72	72
Seq_8188	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	100	100	100	100	30	30
Seq_8189	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	65	47	47
Seq_8190	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	82	82	82	82
Seq_8191	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	NA	100	100	100	100	96	96	96
Seq_8192	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	NA	100	100	100	100	100	87	87
Seq_8193	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	99	99	19	18
Seq_8194	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	NA	100	100	100	100	94	88	71
Seq_8195	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	100	100	100	99	99	96	84
Seq_8196	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	100	100	100	100	100	97	17
Seq_8197	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	98	33	33
Seq_8198	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	86	86	86
Seq_8199	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	46	46	46	46
Seq_8200	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	99	99	99	99
Seq_8201	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	100	55	39
Seq_8202	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	NA	100	100	100	99	99	56	56
Seq_8203	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	100	100	100	100	100	100	41
Seq_8204	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	99	99	99
Seq_8205	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	83	70	70	70	70
Seq_8206	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	100	46	46	46	46
Seq_8207	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	97	97
Seq_8208	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	100	71	69
Seq_8209	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	100	100	100	98
Seq_8210	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA	100	91	90	83	71	44	43
Seq_8211	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	99	99	99	99
Seq_8212	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA	100	100	100	98	91	90	85
Seq_8213	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8214	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	NA	100	100	100	100	100	100	100
Seq_8215	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	92	92	92	91
Seq_8216	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8217	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	90	90	48	48
Seq_8218	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	52	52	52
Seq_8219	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	98	98	98	98
Seq_8220	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	NA	100	100	100	98	98	98	98
Seq_8221	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	96	96
Seq_8222	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8223	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	97	97	82	82
Seq_8224	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8225	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_8226	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	100	100	100	100	100	100	100
Seq_8227	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA	100	100	100	100	100	100	100
Seq_8228	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA	100	100	100	100	100	100	100
Seq_8229	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_8230	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	81	81	81	81
Seq_8231	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	84	84	84	84	84	84
Seq_8232	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	98	98
Seq_8233	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA	100	100	100	100	95	95	95
Seq_8234	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	87	56	54	54	54	54
Seq_8235	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	100	100	100	100
Seq_8236	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	putida	100	100	100	100	100	100	98
Seq_8237	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	100	100	100	100	100	100	100
Seq_8238	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	98	43	43
Seq_8239	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	95	71	71	71	71	71
Seq_8240	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	utsteinense	100	100	100	100	100	100	86
Seq_8241	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	84	75	74	74	74	74
Seq_8242	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	66	59
Seq_8243	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	NA	100	100	100	100	100	79	79
Seq_8244	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	acetylicum	100	100	100	100	100	100	52
Seq_8245	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa	100	100	100	100	100	88	82
Seq_8246	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA	100	97	97	97	97	97	97
Seq_8247	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	NA	100	100	100	100	100	98	98
Seq_8248	Bacteria	NA	NA	NA	NA	NA	NA	100	39	10	8	5	4	1
Seq_8249	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	98	84	84
Seq_8250	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	NA	100	100	100	100	100	100	100
Seq_8251	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	76	48	48
Seq_8252	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	21	21	21	21
Seq_8253	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	98	98	98	98
Seq_8254	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	99	99	99	98
Seq_8255	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_8256	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	99	99
Seq_8257	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_8258	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	89	89	89	89
Seq_8259	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	99	99	99	99	99
Seq_8260	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	93	93	93	93
Seq_8261	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	98	67	67	67	57
Seq_8262	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	97	97	97	94
Seq_8263	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	NA	100	100	100	96	96	96	94
Seq_8264	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	96	96	96	96	96	96
Seq_8265	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	100	65	65	65	37	21	21
Seq_8266	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA	100	100	100	100	100	100	96
Seq_8267	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	99	99	99	99
Seq_8268	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	100	30	30
Seq_8269	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA	NA	100	100	100	100	100	14	14
Seq_8270	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA	100	100	100	100	100	100	99
Seq_8271	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	71	20	20
Seq_8272	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA	100	97	97	97	97	97	97
Seq_8273	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA	100	87	85	85	85	85	85
Seq_8274	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	94	94	94
